code_ine,Nombre,Votantes,Nulos,VotosValidos(votantes-nulos),VotosSinRepresentacion,CandidaturasSinRepresentacion,%SinRepresentacion(votantes-nulos),VotosValidos(enblanco+candidaturas),%SinRepresentacion(enblanco+candidaturas)
34162020061,Orio,3024,39,2985,209,2,"7,00%",2985,"7,00%"
34132828041,Cobeña,3857,45,3812,267,2,"7,00%",3812,"7,00%"
34081616061,Casas de Fernando Alonso,778,22,756,53,1,"7,01%",756,"7,01%"
34080202015,Barrax,1277,22,1255,88,2,"7,01%",1255,"7,01%"
34070909906,Merindad de Río Ubierna,941,15,926,65,1,"7,02%",926,"7,02%"
34123636001,Arbo,2100,21,2079,146,1,"7,02%",2079,"7,02%"
34104646131,Gandia,35001,380,34621,2432,5,"7,02%",34621,"7,02%"
34070505211,San Juan de la Nava,351,10,341,24,1,"7,04%",341,"7,04%"
34172626095,Matute,75,1,74,5,1,"6,76%",71,"7,04%"
34074747059,Curiel de Duero,76,1,75,5,1,"6,67%",71,"7,04%"
34012121040,Hinojos,2377,77,2300,162,1,"7,04%",2300,"7,04%"
34092525023,Alpicat,2592,54,2538,179,2,"7,05%",2538,"7,05%"
34053838006,Arona,21143,367,20776,1466,4,"7,06%",20776,"7,06%"
34172626071,Haro,6014,163,5851,413,2,"7,06%",5851,"7,06%"
34122727056,Rábade,958,9,949,67,2,"7,06%",949,"7,06%"
34074040170,Riaza,1115,39,1076,76,1,"7,06%",1076,"7,06%"
34104646233,Sollana,2811,65,2746,194,1,"7,06%",2746,"7,06%"
34160101049,Añana,105,4,101,7,2,"6,93%",99,"7,07%"
34084545143,Quismondo,942,23,919,65,1,"7,07%",919,"7,07%"
34164848084,Sestao,12060,231,11829,837,2,"7,08%",11829,"7,08%"
34090808125,Montcada i Reixac,13515,118,13397,948,3,"7,08%",13397,"7,08%"
34172626123,El Redal,126,3,123,8,1,"6,50%",113,"7,08%"
34104646095,Caudete de las Fuentes,493,13,480,34,1,"7,08%",480,"7,08%"
34053838036,San Sebastián de la Gomera,5171,103,5068,360,2,"7,10%",5068,"7,10%"
34160101059,Vitoria-Gasteiz,110633,1647,108986,7746,6,"7,11%",108986,"7,11%"
34101212135,Vila-real,24135,269,23866,1697,3,"7,11%",23866,"7,11%"
34094343104,El Perelló,1290,81,1209,86,1,"7,11%",1209,"7,11%"
34121515065,Padrón,5005,128,4877,347,2,"7,12%",4877,"7,12%"
34012929031,El Burgo,1178,12,1166,83,1,"7,12%",1166,"7,12%"
34074747175,Tudela de Duero,4735,71,4664,332,2,"7,12%",4664,"7,12%"
34014141020,Las Cabezas de San Juan,8287,84,8203,584,2,"7,12%",8203,"7,12%"
34084545134,Portillo de Toledo,1313,35,1278,91,1,"7,12%",1278,"7,12%"
34072424046,Castrocalbón,699,11,688,49,1,"7,12%",688,"7,12%"
34081919190,Molina de Aragón,1743,31,1712,122,1,"7,13%",1712,"7,13%"
34091717039,Camprodon,1270,50,1220,87,1,"7,13%",1220,"7,13%"
34040707024,Formentera,4014,46,3968,283,3,"7,13%",3968,"7,13%"
34070909177,Ibeas de Juarros,768,11,757,54,1,"7,13%",757,"7,13%"
34104646258,Villar del Arzobispo,2104,16,2088,149,1,"7,14%",2088,"7,14%"
34024444223,Torre de Arcas,39,0,39,3,1,"7,69%",42,"7,14%"
34073434165,San Román de la Cuba,47,4,43,3,1,"6,98%",42,"7,14%"
34074747181,Valdenebro de los Valles,135,4,131,9,1,"6,87%",126,"7,14%"
34070909323,Rojas,44,0,44,3,1,"6,82%",42,"7,14%"
34132828138,La Serna del Monte,64,2,62,4,1,"6,45%",56,"7,14%"
34074242153,Rello,18,1,17,1,1,"5,88%",14,"7,14%"
34081919283,Torremocha del Pinar,29,1,28,1,1,"3,57%",14,"7,14%"
34025050214,Pomer,16,2,14,1,1,"7,14%",14,"7,14%"
34025050260,Torrelapaja,29,1,28,2,1,"7,14%",28,"7,14%"
34012323904,Santiago-Pontones,1850,18,1832,131,1,"7,15%",1832,"7,15%"
34040707025,Fornalutx,448,1,447,32,1,"7,16%",447,"7,16%"
34084545030,Calzada de Oropesa,382,6,376,27,1,"7,18%",376,"7,18%"
34053535024,Teguise,9005,138,8867,637,4,"7,18%",8867,"7,18%"
34091717182,Santa Llogaia d'Àlguema,167,0,167,12,1,"7,19%",167,"7,19%"
34011818914,Valderrubio,1332,40,1292,93,1,"7,20%",1292,"7,20%"
34172626105,Navarrete,1699,48,1651,119,1,"7,21%",1651,"7,21%"
34084545021,Borox,1973,46,1927,139,2,"7,21%",1927,"7,21%"
34094343113,El Pont d'Armentera,295,4,291,21,1,"7,22%",291,"7,22%"
34012929002,Alcaucín,1267,20,1247,90,1,"7,22%",1247,"7,22%"
34121515085,Touro,2333,33,2300,166,1,"7,22%",2300,"7,22%"
34122727901,Baralla,1834,20,1814,131,1,"7,22%",1814,"7,22%"
34101212119,La Torre d'En Besora,113,4,109,6,1,"5,50%",83,"7,23%"
34063939078,Santiurde de Toranzo,1264,19,1245,90,1,"7,23%",1245,"7,23%"
34121515011,Boiro,10016,223,9793,708,2,"7,23%",9793,"7,23%"
34053535011,Ingenio,15042,287,14755,1067,3,"7,23%",14755,"7,23%"
34094343067,Ginestar,479,9,470,34,1,"7,23%",470,"7,23%"
34122727006,Becerreá,1909,17,1892,137,2,"7,24%",1892,"7,24%"
34070505197,Salobral,74,4,70,5,1,"7,14%",69,"7,25%"
34074040183,San Miguel de Bernuy,97,4,93,5,1,"5,38%",69,"7,25%"
34063939038,Limpias,1127,23,1104,80,1,"7,25%",1104,"7,25%"
34111010148,Plasencia,20048,436,19612,1422,4,"7,25%",19612,"7,25%"
34025050182,La Muela,2720,45,2675,194,2,"7,25%",2675,"7,25%"
34012323088,Torreperogil,4177,84,4093,297,3,"7,26%",4093,"7,26%"
34091717114,Olot,11415,225,11190,812,2,"7,26%",11190,"7,26%"
34090808209,Sant Fost de Campsentelles,3692,54,3638,264,2,"7,26%",3638,"7,26%"
34025050272,Utebo,8768,129,8639,627,4,"7,26%",8639,"7,26%"
34063939031,Hazas de Cesto,1158,16,1142,83,1,"7,27%",1142,"7,27%"
34024444042,Blancas,91,2,89,12,1,"13,48%",165,"7,27%"
34073737348,Ventosa del Río Almar,83,0,83,4,1,"4,82%",55,"7,27%"
34101212130,Villahermosa del Río,340,10,330,24,1,"7,27%",330,"7,27%"
34132828030,La Cabrera,1477,34,1443,105,2,"7,28%",1443,"7,28%"
34162020032,Elgoibar,5344,54,5290,385,2,"7,28%",5290,"7,28%"
34104646222,Sant Joanet,349,6,343,25,1,"7,29%",343,"7,29%"
34081616078,Cuenca,26942,349,26593,1940,3,"7,30%",26593,"7,30%"
34025050249,Tabuenca,239,6,233,17,2,"7,30%",233,"7,30%"
34074747103,Olivares de Duero,235,2,233,17,1,"7,30%",233,"7,30%"
34081313053,Manzanares,9752,159,9593,700,2,"7,30%",9593,"7,30%"
34053838050,Vallehermoso,1697,39,1658,121,1,"7,30%",1658,"7,30%"
34160101053,San Millán/Donemiliaga,368,12,356,26,2,"7,30%",356,"7,30%"
34022222225,Tamarite de Litera,1698,28,1670,122,2,"7,31%",1670,"7,31%"
34022222234,Torrente de Cinca,608,6,602,44,1,"7,31%",602,"7,31%"
34084545066,Fuensalida,5758,136,5622,411,2,"7,31%",5622,"7,31%"
34070505122,Martínez,88,2,86,6,1,"6,98%",82,"7,32%"
34092525154,Els Omells de na Gaia,62,8,54,3,1,"5,56%",41,"7,32%"
34073434205,Villaconancio,41,0,41,3,1,"7,32%",41,"7,32%"
34104646083,Carcaixent,10670,166,10504,769,2,"7,32%",10504,"7,32%"
34122727015,Cospeito,2819,60,2759,202,1,"7,32%",2759,"7,32%"
34104646182,Olocau,1246,17,1229,90,1,"7,32%",1229,"7,32%"
34024444221,Torrecilla de Alcañiz,330,3,327,24,1,"7,34%",327,"7,34%"
34033333055,Ribadedeva,1172,14,1158,85,1,"7,34%",1158,"7,34%"
34072424209,Villafranca del Bierzo,1739,23,1716,126,1,"7,34%",1716,"7,34%"
34111010012,Aldea del Cano,468,5,463,34,1,"7,34%",463,"7,34%"
34022222230,Torla-Ordesa,252,7,245,18,1,"7,35%",245,"7,35%"
34090808235,Sant Pol de Mar,2595,51,2544,187,2,"7,35%",2544,"7,35%"
34084545122,Olías del Rey,4718,71,4647,342,2,"7,36%",4647,"7,36%"
34070909219,Miranda de Ebro,13915,234,13681,1007,2,"7,36%",13681,"7,36%"
34022222054,Benasque,1230,21,1209,89,2,"7,36%",1209,"7,36%"
34012929094,Vélez-Málaga,38087,411,37676,2776,4,"7,37%",37676,"7,37%"
34072424133,Rioseco de Tapia,315,3,312,23,1,"7,37%",312,"7,37%"
34070909907,Alfoz de Quintanadueñas,1119,7,1112,82,1,"7,37%",1112,"7,37%"
34122727020,Friol,2755,30,2725,201,1,"7,38%",2725,"7,38%"
34074949250,Villalpando,874,34,840,62,1,"7,38%",840,"7,38%"
34033333042,Noreña,2869,39,2830,209,2,"7,39%",2830,"7,39%"
34090808251,Santa Margarida i els Monjos,3147,33,3114,230,2,"7,39%",3114,"7,39%"
34100303009,Alcoy/Alcoi,30282,549,29733,2197,4,"7,39%",29733,"7,39%"
34053535009,Gáldar,14417,154,14263,1055,4,"7,40%",14263,"7,40%"
34014141902,Isla Mayor,2399,36,2363,175,2,"7,41%",2363,"7,41%"
34025050162,Mara,105,1,104,10,2,"9,62%",135,"7,41%"
34070909078,Cascajares de la Sierra,27,1,26,2,1,"7,69%",27,"7,41%"
34081616160,Pineda de Gigüela,43,4,39,2,1,"5,13%",27,"7,41%"
34070505115,Maello,411,6,405,30,1,"7,41%",405,"7,41%"
34070505138,Muñogalindo,198,9,189,14,1,"7,41%",189,"7,41%"
34132828153,Torremocha de Jarama,648,0,648,48,3,"7,41%",648,"7,41%"
34104646145,Xàtiva,15546,180,15366,1140,2,"7,42%",15366,"7,42%"
34094343051,Cunit,5063,64,4999,371,4,"7,42%",4999,"7,42%"
34100303069,Finestrat,2754,36,2718,202,2,"7,43%",2718,"7,43%"
34100303010,Alfafara,302,6,296,22,2,"7,43%",296,"7,43%"
34012929076,Ojén,1722,27,1695,126,3,"7,43%",1695,"7,43%"
34132828104,Paracuellos de Jarama,12511,98,12413,923,3,"7,44%",12413,"7,44%"
34123232061,Piñor,876,2,874,65,2,"7,44%",874,"7,44%"
34074747048,Ceinos de Campos,119,1,118,9,1,"7,63%",121,"7,44%"
34070505159,Navalonguilla,127,2,125,7,2,"5,60%",94,"7,45%"
34070505168,Las Navas del Marqués,2536,66,2470,184,2,"7,45%",2470,"7,45%"
34090808163,Pineda de Mar,10771,120,10651,794,4,"7,45%",10651,"7,45%"
34162020080,Zumarraga,4665,64,4601,343,2,"7,45%",4601,"7,45%"
34094343105,Les Piles,98,5,93,5,1,"5,38%",67,"7,46%"
34090808157,Pallejà,5589,58,5531,413,2,"7,47%",5531,"7,47%"
34091717159,Sant Feliu de Buixalleu,497,2,495,37,2,"7,47%",495,"7,47%"
34091717120,Palau-saverdera,661,19,642,48,1,"7,48%",642,"7,48%"
34014141091,Sevilla,326013,3629,322384,24109,7,"7,48%",322384,"7,48%"
34040707050,Sant Joan de Labritja,2123,24,2099,157,2,"7,48%",2099,"7,48%"
34074040112,La Lastrilla,2149,50,2099,157,1,"7,48%",2099,"7,48%"
34132828046,Collado Mediano,3894,47,3847,288,2,"7,49%",3847,"7,49%"
34122727024,O Incio,1208,6,1202,90,1,"7,49%",1202,"7,49%"
34132828152,Torrelodones,13878,91,13787,1033,3,"7,49%",13787,"7,49%"
34011111038,Ubrique,9554,185,9369,702,3,"7,49%",9369,"7,49%"
34081919126,Galápagos,1287,6,1281,96,1,"7,49%",1281,"7,49%"
34104646038,Andilla,241,1,240,18,1,"7,50%",240,"7,50%"
34090808068,Cervelló,3865,56,3809,286,2,"7,51%",3809,"7,51%"
34073737023,Aldeatejada,1319,14,1305,98,1,"7,51%",1305,"7,51%"
34132828056,Fresnedillas de la Oliva,902,10,892,67,3,"7,51%",892,"7,51%"
34084545041,Casarrubios del Monte,3061,39,3022,227,2,"7,51%",3022,"7,51%"
34074949192,San Miguel del Valle,92,2,90,7,1,"7,78%",93,"7,53%"
34072424039,Carrizo,1464,16,1448,109,1,"7,53%",1448,"7,53%"
34160101062,Zambrana,242,3,239,18,1,"7,53%",239,"7,53%"
34091717138,Portbou,647,10,637,48,1,"7,54%",637,"7,54%"
34090808261,Santa Susanna,1686,15,1671,126,1,"7,54%",1671,"7,54%"
34011818127,Maracena,10454,275,10179,768,3,"7,54%",10179,"7,54%"
34022222047,Banastás,226,1,225,17,1,"7,56%",225,"7,56%"
34011414029,Fuente Obejuna,2744,71,2673,202,1,"7,56%",2673,"7,56%"
34074949135,Muelas del Pan,431,8,423,32,1,"7,57%",423,"7,57%"
34084545165,Talavera de la Reina,40002,565,39437,2984,3,"7,57%",39437,"7,57%"
34012929058,Guaro,1089,19,1070,81,2,"7,57%",1070,"7,57%"
34011818171,Salar,1702,51,1651,125,1,"7,57%",1651,"7,57%"
34073434238,Villaviudas,270,6,264,20,1,"7,58%",264,"7,58%"
34014141038,Dos Hermanas,56577,714,55863,4233,3,"7,58%",55863,"7,58%"
34094343175,Vilalba dels Arcs,384,28,356,27,1,"7,58%",356,"7,58%"
34081919156,Jadraque,802,11,791,60,1,"7,59%",791,"7,59%"
34022222042,Azlor,112,2,110,17,1,"15,45%",224,"7,59%"
34070505002,La Adrada,1542,43,1499,114,3,"7,61%",1499,"7,61%"
34053535028,Tías,5888,77,5811,442,2,"7,61%",5811,"7,61%"
34070505141,Muñopepe,80,2,78,7,1,"8,97%",92,"7,61%"
34072424086,Joarilla de las Matas,184,0,184,14,1,"7,61%",184,"7,61%"
34092525102,La Granja d'Escarp,394,13,381,29,1,"7,61%",381,"7,61%"
34070505165,Navarredonda de Gredos,309,20,289,22,1,"7,61%",289,"7,61%"
34094343178,Vinyols i els Arcs,1197,15,1182,90,2,"7,61%",1182,"7,61%"
34073737287,San Miguel de Valero,213,3,210,16,1,"7,62%",210,"7,62%"
34011818094,Güéjar Sierra,1841,43,1798,137,2,"7,62%",1798,"7,62%"
34070909221,Modúbar de la Emparedada,453,7,446,34,1,"7,62%",446,"7,62%"
34122727028,Lugo,49896,680,49216,3754,5,"7,63%",49216,"7,63%"
34132828146,Tielmes,1266,21,1245,95,2,"7,63%",1245,"7,63%"
34025050008,Alagón,3413,46,3367,257,2,"7,63%",3367,"7,63%"
34123232067,Rairiz de Veiga,1003,8,995,76,1,"7,64%",995,"7,64%"
34132828180,Villarejo de Salvanés,4181,126,4055,310,2,"7,64%",4055,"7,64%"
34040707033,Manacor,16468,163,16305,1247,3,"7,65%",16305,"7,65%"
34104646228,Serra,1988,29,1959,150,1,"7,66%",1959,"7,66%"
34143030033,Puerto Lumbreras,7807,144,7663,587,2,"7,66%",7663,"7,66%"
34040707008,Binissalem,4547,46,4501,345,2,"7,66%",4501,"7,66%"
34111010021,Arroyo de la Luz,3648,75,3573,274,2,"7,67%",3573,"7,67%"
34011111027,El Puerto de Santa María,39192,328,38864,2982,5,"7,67%",38864,"7,67%"
34081919230,Quer,524,16,508,39,1,"7,68%",508,"7,68%"
34091717233,Vilobí d'Onyar,1631,29,1602,123,2,"7,68%",1602,"7,68%"
34084545110,Navalcán,1323,8,1315,101,1,"7,68%",1315,"7,68%"
34012121035,Gibraleón,6427,157,6270,482,2,"7,69%",6270,"7,69%"
34073434046,Cardeñosa de Volpejera,48,0,48,3,1,"6,25%",39,"7,69%"
34081919038,Arbeteta,17,0,17,1,1,"5,88%",13,"7,69%"
34070505228,Santiago del Collado,128,6,122,7,2,"5,74%",91,"7,69%"
34010404026,Benitagla,46,7,39,2,1,"5,13%",26,"7,69%"
34074747203,Villafrades de Campos,43,3,40,2,1,"5,00%",26,"7,69%"
34172626062,Foncea,62,2,60,3,1,"5,00%",39,"7,69%"
34073434066,Cubillas de Cerrato,43,2,41,2,1,"4,88%",26,"7,69%"
34094343159,Vallfogona de Riucorb,64,2,62,3,1,"4,84%",39,"7,69%"
34074747070,Gatón de Campos,23,2,21,1,1,"4,76%",13,"7,69%"
34073434036,Brañosera,183,1,182,14,1,"7,69%",182,"7,69%"
34073737306,Serradilla del Arroyo,160,4,156,12,1,"7,69%",156,"7,69%"
34104646127,La Font d'En Carròs,2159,27,2132,164,1,"7,69%",2132,"7,69%"
34090808015,Badalona,90805,770,90035,6929,6,"7,70%",90035,"7,70%"
34123636039,O Porriño,11084,159,10925,841,4,"7,70%",10925,"7,70%"
34070505041,Burgohondo,827,9,818,63,1,"7,70%",818,"7,70%"
34014141019,Burguillos,3431,109,3322,256,2,"7,71%",3322,"7,71%"
34132828035,Carabaña,1083,32,1051,81,1,"7,71%",1051,"7,71%"
34011111041,Villamartín,6626,74,6552,505,2,"7,71%",6552,"7,71%"
34132828173,Villamanrique de Tajo,477,10,467,36,1,"7,71%",467,"7,71%"
34162020079,Zarautz,11650,125,11525,889,2,"7,71%",11525,"7,71%"
34121515014,Cabana de Bergantiños,2803,19,2784,215,1,"7,72%",2784,"7,72%"
34070909045,Basconcillos del Tozo,210,3,207,16,1,"7,73%",207,"7,73%"
34025050251,Tarazona,5516,111,5405,418,3,"7,73%",5405,"7,73%"
34033333002,Aller,5956,61,5895,456,3,"7,74%",5895,"7,74%"
34094343163,El Vendrell,13322,198,13124,1016,4,"7,74%",13124,"7,74%"
34024444006,Alacón,153,0,153,12,2,"7,84%",155,"7,74%"
34012323074,Rus,2374,49,2325,180,2,"7,74%",2325,"7,74%"
34022222907,Aínsa-Sobrarbe,1123,13,1110,86,2,"7,75%",1110,"7,75%"
34073737017,Aldeanueva de Figueroa,178,12,166,10,1,"6,02%",129,"7,75%"
34022222137,Lanaja,754,6,748,58,2,"7,75%",748,"7,75%"
34011818071,Dúrcal,3861,58,3803,295,2,"7,76%",3803,"7,76%"
34132828040,Ciempozuelos,10649,156,10493,814,2,"7,76%",10493,"7,76%"
34132828147,Titulcia,815,29,786,61,1,"7,76%",786,"7,76%"
34100303127,Tàrbena,342,7,335,26,1,"7,76%",335,"7,76%"
34025050190,Novallas,546,5,541,42,1,"7,76%",541,"7,76%"
34011818013,Alhama de Granada,3067,44,3023,235,2,"7,77%",3023,"7,77%"
34132828092,Móstoles,103786,1565,102221,7948,5,"7,78%",102221,"7,78%"
34092525209,Sort,1148,17,1131,88,1,"7,78%",1131,"7,78%"
34104646177,Museros,3592,85,3507,273,2,"7,78%",3507,"7,78%"
34090808123,Molins de Rei,11566,365,11201,872,2,"7,79%",11201,"7,79%"
34024444076,Cella,1618,26,1592,124,3,"7,79%",1592,"7,79%"
34081919043,Atanzón,76,2,74,6,1,"8,11%",77,"7,79%"
34070909337,San Juan del Monte,87,5,82,6,1,"7,32%",77,"7,79%"
34094343131,Roda de Berà,2999,36,2963,231,2,"7,80%",2963,"7,80%"
34011414043,Montoro,5513,62,5451,425,2,"7,80%",5451,"7,80%"
34025050244,Sierra de Luna,146,5,141,11,1,"7,80%",141,"7,80%"
34081313090,Villamanrique,810,41,769,60,1,"7,80%",769,"7,80%"
34070505229,Santo Domingo de las Posadas,58,1,57,5,1,"8,77%",64,"7,81%"
34074242218,Yanguas,63,1,62,5,1,"8,06%",64,"7,81%"
34092525007,Albatàrrec,859,27,832,65,2,"7,81%",832,"7,81%"
34162020901,Mendaro,938,18,920,72,1,"7,83%",920,"7,83%"
34132828080,Majadahonda,38729,212,38517,3019,3,"7,84%",38517,"7,84%"
34070505212,San Juan del Molinillo,209,1,208,16,1,"7,69%",204,"7,84%"
34025050203,Pastriz,861,20,841,66,1,"7,85%",841,"7,85%"
34090808124,Mollet del Vallès,18910,194,18716,1470,5,"7,85%",18716,"7,85%"
34090808902,Vilanova del Vallès,2550,42,2508,197,2,"7,85%",2508,"7,85%"
34074040207,Trescasas,618,7,611,48,1,"7,86%",611,"7,86%"
34104646034,Almoines,1383,9,1374,108,2,"7,86%",1374,"7,86%"
34090808217,Sant Joan Despí,15163,141,15022,1181,4,"7,86%",15022,"7,86%"
34084545199,El Viso de San Juan,2216,30,2186,172,2,"7,87%",2186,"7,87%"
34104646171,Moncada,11380,172,11208,882,2,"7,87%",11208,"7,87%"
34024444226,Torrelacárcel,84,5,79,6,1,"7,59%",76,"7,89%"
34025050279,Velilla de Jiloca,55,1,54,3,2,"5,56%",38,"7,89%"
34084545039,Carriches,168,16,152,12,1,"7,89%",152,"7,89%"
34104646006,Albaida,3731,58,3673,290,2,"7,90%",3673,"7,90%"
34074747231,Zaratán,3092,29,3063,242,2,"7,90%",3063,"7,90%"
34094343018,Arnes,371,4,367,29,1,"7,90%",367,"7,90%"
34024444192,La Puebla de Valverde,335,6,329,26,1,"7,90%",329,"7,90%"
34025050146,Lucena de Jalón,145,7,138,11,1,"7,97%",139,"7,91%"
34090808252,Barberà del Vallès,13076,143,12933,1024,3,"7,92%",12933,"7,92%"
34072424230,Zotes del Páramo,276,11,265,21,1,"7,92%",265,"7,92%"
34081919274,Torija,809,14,795,63,1,"7,92%",795,"7,92%"
34012929025,Benalmádena,24402,241,24161,1917,4,"7,93%",24161,"7,93%"
34074747086,Medina de Rioseco,2929,68,2861,227,1,"7,93%",2861,"7,93%"
34073434125,Pedraza de Campos,62,0,62,5,1,"8,06%",63,"7,94%"
34160101044,Peñacerrada-Urizaharra,192,3,189,15,2,"7,94%",189,"7,94%"
34160101016,Bernedo,219,5,214,17,1,"7,94%",214,"7,94%"
34143030016,Cartagena,93945,794,93151,7420,9,"7,97%",93151,"7,97%"
34104646216,Rocafort,4288,22,4266,340,2,"7,97%",4266,"7,97%"
34073434010,Ampudia,452,13,439,35,1,"7,97%",439,"7,97%"
34053535012,Mogán,7306,66,7240,578,3,"7,98%",7240,"7,98%"
34121515084,Tordoia,2448,20,2428,194,1,"7,99%",2428,"7,99%"
34072424110,Páramo del Sil,879,28,851,68,2,"7,99%",851,"7,99%"
34011818097,Huéneja,647,9,638,51,1,"7,99%",638,"7,99%"
34084545168,Toledo,44133,612,43521,3480,3,"8,00%",43521,"8,00%"
34024444084,Cortes de Aragón,49,0,49,4,1,"8,16%",50,"8,00%"
34074040220,Valleruela de Pedraza,62,3,59,4,1,"6,78%",50,"8,00%"
34074949083,Fuentesecas,38,1,37,2,1,"5,41%",25,"8,00%"
34070909101,Ciadoncha,43,2,41,2,1,"4,88%",25,"8,00%"
34025050108,Fombuena,44,0,44,2,1,"4,55%",25,"8,00%"
34074747119,Piñel de Arriba,53,6,47,2,1,"4,26%",25,"8,00%"
34070505106,Hoyos de Miguel Muñoz,25,0,25,2,1,"8,00%",25,"8,00%"
34074242094,Garray,488,13,475,38,1,"8,00%",475,"8,00%"
34094343050,Creixell,1659,9,1650,132,2,"8,00%",1650,"8,00%"
34074949125,Moraleja del Vino,912,13,899,72,2,"8,01%",899,"8,01%"
34012121010,Ayamonte,9748,138,9610,770,3,"8,01%",9610,"8,01%"
34070909901,Quintanilla del Agua y Tordueles,238,1,237,19,1,"8,02%",237,"8,02%"
34123232055,Paderne de Allariz,900,127,773,62,1,"8,02%",773,"8,02%"
34011111030,Rota,13427,183,13244,1064,3,"8,03%",13244,"8,03%"
34011414012,Bujalance,3981,148,3833,308,2,"8,04%",3833,"8,04%"
34172626050,Cirueña,103,1,102,7,1,"6,86%",87,"8,05%"
34012929901,Torremolinos,25493,257,25236,2034,4,"8,06%",25236,"8,06%"
34074242057,Castilruiz,77,0,77,5,1,"6,49%",62,"8,06%"
34011818112,Juviles,85,2,83,5,1,"6,02%",62,"8,06%"
34074242110,Matalebreras,62,0,62,5,1,"8,06%",62,"8,06%"
34132828005,Alcalá de Henares,95223,1026,94197,7598,5,"8,07%",94197,"8,07%"
34084545034,Camuñas,1020,66,954,77,1,"8,07%",954,"8,07%"
34090808156,Palau-solità i Plegamans,6496,94,6402,517,3,"8,08%",6402,"8,08%"
34024444097,Escorihuela,93,2,91,8,2,"8,79%",99,"8,08%"
34012121042,Isla Cristina,8909,114,8795,711,4,"8,08%",8795,"8,08%"
34012121004,Almonaster la Real,1108,8,1100,89,2,"8,09%",1100,"8,09%"
34160101022,Elciego,600,7,593,48,1,"8,09%",593,"8,09%"
34110606076,Maguilla,671,29,642,52,1,"8,10%",642,"8,10%"
34104646009,Albalat dels Sorells,2512,43,2469,200,2,"8,10%",2469,"8,10%"
34081919224,Pozo de Almoguera,95,1,94,6,1,"6,38%",74,"8,11%"
34072424094,Mansilla de las Mulas,905,30,875,71,1,"8,11%",875,"8,11%"
34011111031,San Fernando,40058,386,39672,3220,5,"8,12%",39672,"8,12%"
34011414054,Pozoblanco,10014,238,9776,794,2,"8,12%",9776,"8,12%"
34011818184,Vélez de Benaudalla,1859,26,1833,149,1,"8,13%",1833,"8,13%"
34010404013,Almería,77674,626,77048,6267,6,"8,13%",77048,"8,13%"
34011818003,Albolote,8815,186,8629,702,2,"8,14%",8629,"8,14%"
34153131205,Pitillas,307,12,295,24,1,"8,14%",295,"8,14%"
34090808202,Sant Celoni,7157,94,7063,575,2,"8,14%",7063,"8,14%"
34111010175,Serradilla,1017,48,969,79,1,"8,15%",969,"8,15%"
34074949053,Coreses,690,28,662,54,1,"8,16%",662,"8,16%"
34072424145,San Emiliano,468,3,465,38,1,"8,17%",465,"8,17%"
34094343126,La Riera de Gaià,895,14,881,72,1,"8,17%",881,"8,17%"
34033333009,Cabranes,650,14,636,52,1,"8,18%",636,"8,18%"
34123232005,Baltar,651,3,648,53,1,"8,18%",648,"8,18%"
34011818047,Cenes de la Vega,3387,51,3336,273,2,"8,18%",3336,"8,18%"
34090808184,Rubí,27207,281,26926,2206,4,"8,19%",26926,"8,19%"
34123636060,Vilagarcía de Arousa,17890,314,17576,1442,2,"8,20%",17576,"8,20%"
34053838005,Arico,4090,46,4044,332,2,"8,21%",4044,"8,21%"
34033333015,Caso,952,15,937,77,1,"8,22%",937,"8,22%"
34010404011,Alhama de Almería,2302,16,2286,188,2,"8,22%",2286,"8,22%"
34162020064,Pasaia,6574,91,6483,534,2,"8,24%",6483,"8,24%"
34101212027,Benicarló,11771,143,11628,958,2,"8,24%",11628,"8,24%"
34132828045,Colmenar Viejo,26654,362,26292,2167,3,"8,24%",26292,"8,24%"
34074949077,Fresno de Sayago,95,3,92,8,1,"8,70%",97,"8,25%"
34110606129,Táliga,498,13,485,40,1,"8,25%",485,"8,25%"
34094343009,Alforja,1026,45,981,81,1,"8,26%",981,"8,26%"
34090808097,Gualba,800,13,787,65,1,"8,26%",787,"8,26%"
34132828115,Pozuelo de Alarcón,49709,252,49457,4093,4,"8,28%",49457,"8,28%"
34025050089,Cuarte de Huerva,6444,55,6389,529,4,"8,28%",6389,"8,28%"
34063939040,Marina de Cudeyo,3122,45,3077,255,2,"8,29%",3077,"8,29%"
34100303133,Torrevieja,22973,222,22751,1888,4,"8,30%",22751,"8,30%"
34162020034,Eskoriatza,2092,21,2071,172,2,"8,31%",2071,"8,31%"
34132828061,Galapagar,17022,238,16784,1394,3,"8,31%",16784,"8,31%"
34022222007,Albalate de Cinca,580,15,565,47,1,"8,32%",565,"8,32%"
34132828094,Navalafuente,786,17,769,64,1,"8,32%",769,"8,32%"
34132828144,Soto del Real,5298,63,5235,436,3,"8,33%",5235,"8,33%"
34123636057,Vigo,136470,1240,135230,11264,4,"8,33%",135230,"8,33%"
34073737041,Barbalos,55,1,54,4,1,"7,41%",48,"8,33%"
34074747170,Torre de Peñafiel,36,3,33,2,1,"6,06%",24,"8,33%"
34101212123,Vallat,58,8,50,3,1,"6,00%",36,"8,33%"
34074747132,Ramiro,36,0,36,2,1,"5,56%",24,"8,33%"
34081919087,Cincovillas,18,0,18,1,1,"5,56%",12,"8,33%"
34073737182,Martinamor,57,2,55,3,1,"5,45%",36,"8,33%"
