Client_name;grade;emp_title;emp_length;home_ownership;annual_inc;addr_state;riesgo
1261258;C;Insight Enterprises;5 years;MORTGAGE;113000.0;AZ;Alto riesgo
52444959;C;Sterile processing tech;6 years;RENT;28000.0;IL;Bajo riesgo
14718036;B;Respiratory therapist;6 years;RENT;50000.0;CA;Bajo riesgo
58399254;A;Attorney;7 years;RENT;99000.0;MN;Bajo riesgo
21369010;B;Executive Assistant;6 years;MORTGAGE;56000.0;WA;Alto riesgo
3188723;E;Fort Amanda Specialties;9 years;RENT;85000.0;OH;Bajo riesgo
1843208;B;Travelodge Hotel;7 years;RENT;21000.0;TX;Bajo riesgo
14888047;C;Sales Rep;3 years;RENT;65000.0;MA;Bajo riesgo
3865601;A;The Westin Diplomat Resort & Spa;7 years;MORTGAGE;82000.0;FL;Alto riesgo
10697752;D;Rest;;OWN;40000.0;OK;Sin riesgo
19385362;G;RECEIVING;9 years;RENT;35000.0;CA;Bajo riesgo
39363954;E;Owner;9 years;RENT;42000.0;HI;Bajo riesgo
12003986;E;Technical Specialist;9 years;MORTGAGE;80000.0;TX;Alto riesgo
65502466;A;Compliance Officer;3 years;MORTGAGE;95000.0;NY;Alto riesgo
43435511;E;Logistics Specialist;2 years;RENT;55000.0;OH;Bajo riesgo
49811284;A;Investment Analyst;3 years;OWN;89000.0;MO;Sin riesgo
47347199;B;Engineering Technician;10+ years;MORTGAGE;100000.0;NY;Alto riesgo
72228127;A;Apps Analyst;2 years;RENT;90000.0;CA;Bajo riesgo
60906912;C;Medical Interpreter;10+ years;OWN;65000.0;MO;Sin riesgo
42483711;C;Buyer;10+ years;RENT;30000.0;CA;Bajo riesgo
57964223;B;Technician;1 year;MORTGAGE;60000.0;TX;Alto riesgo
27670151;B;programmer;10+ years;RENT;125000.0;NY;Bajo riesgo
73473602;E;Document Control Manager;8 years;MORTGAGE;81900.0;IN;Alto riesgo
13988713;C;delivery driver;4 years;RENT;30000.0;MN;Bajo riesgo
26287901;A;Prison Counselor;10+ years;MORTGAGE;50000.0;MI;Alto riesgo
66354116;E;Sr. ;1 year;MORTGAGE;75000.0;FL;Alto riesgo
68438814;C;Lead Compounder;10+ years;MORTGAGE;63000.0;CA;Alto riesgo
10388498;C;Regional Sales Consultant;10+ years;MORTGAGE;208300.0;VA;Alto riesgo
40443629;B;Train Operator ;1 year;RENT;60000.0;NJ;Bajo riesgo
26407428;C;District Coordinator;7 years;OWN;96000.0;GA;Sin riesgo
11326793;C;cna;9 years;RENT;27000.0;CT;Bajo riesgo
32247215;C;Associate Regional Manager;10+ years;MORTGAGE;98100.0;VA;Alto riesgo
69242478;C;MAINTENANCE TECH LEAD;10+ years;MORTGAGE;70000.0;GA;Alto riesgo
49920514;C;Customer Service Manager;10+ years;MORTGAGE;50000.0;KS;Alto riesgo
1403857;A;brunswick co.;2 years;OWN;19200.0;FL;Sin riesgo
53333926;B;supervisor;10+ years;OWN;32000.0;AL;Sin riesgo
10057825;B;Personal Banker 2;3 years;MORTGAGE;41420.0;FL;Alto riesgo
47094732;C;head custodian;3 years;OWN;80000.0;NY;Sin riesgo
55375890;A;firefighter;10+ years;MORTGAGE;80000.0;MI;Alto riesgo
67532408;C;Project Accountant;< 1 year;MORTGAGE;60000.0;FL;Alto riesgo
8741058;C;Store Manager;2 years;RENT;31000.0;OK;Bajo riesgo
541948;B;The Stop & Shop Supermarket Co. LLC;4 years;RENT;43000.0;MA;Bajo riesgo
12430234;B;assembler;10+ years;MORTGAGE;34000.0;WI;Alto riesgo
52405240;C;General Manager;4 years;RENT;79000.0;TX;Bajo riesgo
54398333;A;painter;2 years;RENT;145000.0;NM;Bajo riesgo
61944099;B;IT Manager;10+ years;MORTGAGE;145000.0;OH;Alto riesgo
31126555;A;Manager;1 year;RENT;43000.0;FL;Bajo riesgo
16702451;B;Teacher;4 years;MORTGAGE;70000.0;IL;Alto riesgo
9002751;A;Ammeter;2 years;MORTGAGE;87500.0;PA;Alto riesgo
15730159;B;operations mgr;8 years;RENT;120000.0;CA;Bajo riesgo
34711899;B;Teacher;10+ years;MORTGAGE;64000.0;MI;Alto riesgo
38008076;B;Sr Multiline Representative;10+ years;MORTGAGE;98000.0;GA;Alto riesgo
69940092;A;REGISTERED NURSE;10+ years;MORTGAGE;120000.0;NJ;Alto riesgo
67526139;D;Rest;;OWN;54000.0;NJ;Sin riesgo
50177148;D;Community Associate;10+ years;RENT;53623.0;NY;Bajo riesgo
42524649;A;Transformerman;10+ years;MORTGAGE;78000.0;WA;Alto riesgo
43081862;D;Teacher;3 years;MORTGAGE;38869.0;KY;Alto riesgo
57045629;C;Sr. Engineer;7 years;MORTGAGE;115000.0;NJ;Alto riesgo
26046500;B;Teacher;9 years;RENT;71130.0;CA;Bajo riesgo
7008097;B;REMAX Masters;10+ years;MORTGAGE;129996.0;CA;Alto riesgo
44426978;E;Terminator;3 years;RENT;31000.0;TX;Bajo riesgo
11049726;C;Correctional Officer;10+ years;MORTGAGE;80000.0;IL;Alto riesgo
14338033;B;CLS III;7 years;MORTGAGE;100000.0;CA;Alto riesgo
20637149;B;Admin Assistant;2 years;RENT;34268.0;NH;Bajo riesgo
21288930;B;Electrician;1 year;RENT;30000.0;MD;Bajo riesgo
16010389;D;sales manager;< 1 year;MORTGAGE;250000.0;OR;Alto riesgo
1084348;A;FOUR OAKS BANK  and  TRUST COMPANY;9 years;MORTGAGE;125004.0;NC;Alto riesgo
63526357;B;Senior Consultant;10+ years;RENT;98000.0;VA;Bajo riesgo
43366008;B;Service Assistant;5 years;MORTGAGE;30000.0;AZ;Alto riesgo
24786258;C;Allowance Billing Analyst;1 year;RENT;36400.0;AZ;Bajo riesgo
69898873;C;RETAIL;1 year;RENT;35000.0;CO;Bajo riesgo
15609663;B;Sr.Aseptic Technician;5 years;OWN;72000.0;NY;Sin riesgo
14457271;A;Senior Consultant;2 years;OWN;120000.0;CO;Sin riesgo
1726368;B;Ephrata National Bank;4 years;OWN;38000.0;PA;Sin riesgo
58942996;C;Teacher;10+ years;MORTGAGE;59000.0;TN;Alto riesgo
52992210;C;Sales;10+ years;MORTGAGE;70000.0;NJ;Alto riesgo
59562588;C;Office Assistant;10+ years;MORTGAGE;42000.0;AZ;Alto riesgo
63465128;C;Officer;10+ years;OWN;175000.0;TX;Sin riesgo
8118613;A;Bank of America;7 years;MORTGAGE;18000.0;GA;Alto riesgo
67750646;B;Infectious Disease Nurse ;5 years;OWN;80000.0;CA;Sin riesgo
11962641;B;store manager;1 year;MORTGAGE;65000.0;TX;Alto riesgo
14541412;B;Program Director;5 years;RENT;54000.0;WY;Bajo riesgo
19856792;C;MMS Tech;4 years;MORTGAGE;80000.0;CT;Alto riesgo
49863877;B;Realtor-Managing Member;3 years;MORTGAGE;257000.0;FL;Alto riesgo
41253552;B;Creative Director;2 years;RENT;165000.0;CA;Bajo riesgo
67869809;A;paint;10+ years;OWN;90000.0;TX;Sin riesgo
49545001;C;truck driver;10+ years;MORTGAGE;110000.0;PA;Alto riesgo
46151916;B;Registered nurse;8 years;MORTGAGE;90000.0;FL;Alto riesgo
19888017;D;Driller;4 years;MORTGAGE;94500.0;WV;Alto riesgo
12669084;D;Logistics Coordinator;3 years;MORTGAGE;40000.0;FL;Alto riesgo
68711264;A;Product Specialist;9 years;MORTGAGE;70000.0;NJ;Alto riesgo
49778598;B;Office Manager/Litigation Paralegal;2 years;RENT;65000.0;CA;Bajo riesgo
21708908;F;Business Service Representative;3 years;RENT;50000.0;MO;Bajo riesgo
1089345;A;Brasfield & Gorrie LLC;8 years;MORTGAGE;45000.0;FL;Alto riesgo
64343970;C;Case Manager;2 years;MORTGAGE;48000.0;MN;Alto riesgo
71316192;D;Audit Manager;8 years;MORTGAGE;122360.0;FL;Alto riesgo
26397176;C;Secretary ;< 1 year;OWN;25000.0;AL;Sin riesgo
42463087;C;Registered nurse;10+ years;MORTGAGE;118000.0;GA;Alto riesgo
42802086;C;Graphic Designer;< 1 year;OWN;53000.0;CA;Sin riesgo
9037052;D;Landers Mclarty Ford Jeep;4 years;RENT;56000.0;AR;Bajo riesgo
71301016;C;Rest;;MORTGAGE;52500.0;TX;Alto riesgo
18565398;C;Office Manager ;3 years;RENT;45000.0;FL;Bajo riesgo
41105538;A;Deputy Attorney General ;1 year;MORTGAGE;67000.0;NJ;Alto riesgo
1262733;E;Georgia Military College;2 years;RENT;50000.0;GA;Bajo riesgo
72078760;B;Regional Dental director;10+ years;MORTGAGE;154000.0;NY;Alto riesgo
65517340;C;Underwriter;9 years;RENT;98000.0;MN;Bajo riesgo
49222039;E;National Account Executive;3 years;RENT;205000.0;VA;Bajo riesgo
8436842;B;Seton Medical Center;7 years;RENT;23000.0;TX;Bajo riesgo
67599264;D;Brokor;5 years;RENT;167605.0;NY;Bajo riesgo
34682676;E;Radiological Technoligist;3 years;RENT;61289.0;NY;Bajo riesgo
9649384;D;Rest;;RENT;36576.0;NY;Bajo riesgo
22871350;B;Portfolio Manager;2 years;MORTGAGE;86500.0;PA;Alto riesgo
15970535;C;knitter tech.;10+ years;RENT;36136.79;OH;Bajo riesgo
46756187;B;Bookkeeper;5 years;MORTGAGE;60000.0;SD;Alto riesgo
48482186;D;clinical coordinator;3 years;RENT;35000.0;CA;Bajo riesgo
8119170;B;Dart Transit;10+ years;OWN;53000.0;OH;Sin riesgo
58710620;C;A/R supervisor;10+ years;MORTGAGE;52000.0;MD;Alto riesgo
46983332;C;accounts payable;4 years;MORTGAGE;48449.0;MD;Alto riesgo
975134;C;USAF;7 years;MORTGAGE;45600.0;VA;Alto riesgo
23142255;B;Systems Analyst;1 year;RENT;90000.0;NY;Bajo riesgo
38428889;C;Rest;;RENT;96000.0;NY;Bajo riesgo
32578023;A;Rest;;MORTGAGE;75624.0;NH;Alto riesgo
7692581;B;UN;< 1 year;RENT;18000.0;CA;Bajo riesgo
51713126;C;Meteorologist;9 years;MORTGAGE;60000.0;OK;Alto riesgo
55447017;B;store manager;4 years;RENT;60000.0;PA;Bajo riesgo
68448117;B;Professor;5 years;OWN;75000.0;MA;Sin riesgo
1003173;C;chicago public schools;10+ years;MORTGAGE;64800.0;IL;Alto riesgo
1767683;A;Rest;;MORTGAGE;93000.0;CA;Alto riesgo
8179244;C;TEI Group;6 years;MORTGAGE;162000.0;NY;Alto riesgo
51953585;B;Director of Learning;10+ years;MORTGAGE;85000.0;FL;Alto riesgo
13987160;B;department manager;7 years;RENT;35000.0;FL;Bajo riesgo
52566379;A;meteorologist;10+ years;MORTGAGE;140000.0;VA;Alto riesgo
24556043;A;Registered nurse;10+ years;MORTGAGE;72000.0;TN;Alto riesgo
32107293;B;Owner;5 years;RENT;80000.0;NY;Bajo riesgo
72169281;B;foreman;3 years;OWN;55000.0;TN;Sin riesgo
6727622;C;Federal Bureau of Investigation;10+ years;MORTGAGE;85000.0;MO;Alto riesgo
49974352;B;Budget & Accounting Manager;5 years;MORTGAGE;65000.0;CA;Alto riesgo
17762883;B;Supt, ARMS;10+ years;MORTGAGE;75000.0;WA;Alto riesgo
7207133;E;Sunrise Community Inc.;10+ years;MORTGAGE;30700.0;FL;Alto riesgo
72218757;B;Research Analyst;3 years;RENT;50000.0;MO;Bajo riesgo
24625264;E;RN;10+ years;RENT;95690.0;PA;Bajo riesgo
64803598;C;Armed Security ;9 years;MORTGAGE;47000.0;GA;Alto riesgo
37967742;D;Senior Project Manager;9 years;OWN;92500.0;FL;Sin riesgo
15729616;C;Rest;;MORTGAGE;26000.0;NV;Alto riesgo
49954209;E;Pilot;3 years;RENT;72000.0;FL;Bajo riesgo
67696900;B;Sergeant;10+ years;MORTGAGE;98000.0;CA;Alto riesgo
31697202;E;Financial Aid Specialist;3 years;RENT;45546.0;CO;Bajo riesgo
13320863;D;Technical Director;5 years;MORTGAGE;85000.0;OH;Alto riesgo
51864124;A;National Account Manager ;4 years;RENT;111000.0;CA;Bajo riesgo
671857;D;Allegiance Staffing;2 years;RENT;18000.0;TX;Bajo riesgo
1540964;E;Hearst Corp;2 years;RENT;45000.0;MD;Bajo riesgo
991259;B;AnMed Health ;10+ years;MORTGAGE;80000.0;SC;Alto riesgo
58014969;C;Electrical Engineer ;1 year;MORTGAGE;57968.0;WA;Alto riesgo
10577146;A;Director Sales;2 years;MORTGAGE;150000.0;CO;Alto riesgo
67726460;B;packing supervisor;4 years;RENT;32000.0;MI;Bajo riesgo
64885215;C;Lead Sales;2 years;MORTGAGE;55500.0;SD;Alto riesgo
65502652;A;Director;3 years;RENT;108000.0;WI;Bajo riesgo
15010321;F;Senior Coordinator;10+ years;MORTGAGE;66400.0;CA;Alto riesgo
54138322;C;Sales lead- apparel;3 years;RENT;19000.0;NY;Bajo riesgo
49963871;E;machine operator;10+ years;MORTGAGE;31000.0;CT;Alto riesgo
73352853;C;EDD Handler;3 years;MORTGAGE;110000.0;CO;Alto riesgo
14268587;C;Laborer General Foreman;10+ years;MORTGAGE;90000.0;NY;Alto riesgo
1783756;D;POOL ENGINEERING;< 1 year;RENT;40000.0;CA;Bajo riesgo
68347994;D;Human Services Assistant ;10+ years;OWN;70000.0;NJ;Sin riesgo
22289987;E;assistant manager;6 years;OWN;50000.0;NY;Sin riesgo
21378829;C;Manager;10+ years;OWN;130000.0;MD;Sin riesgo
47073715;D;Sales Manager;3 years;MORTGAGE;47500.0;NC;Alto riesgo
28600195;C;Vice president;< 1 year;MORTGAGE;350000.0;FL;Alto riesgo
55659298;A;Office Manager;2 years;MORTGAGE;36000.0;CA;Alto riesgo
65597441;D;Construction Tech;10+ years;MORTGAGE;80000.0;OH;Alto riesgo
58972700;C;President;10+ years;RENT;72000.0;FL;Bajo riesgo
540620;C;Cedars-SInai Medical Center;< 1 year;RENT;90000.0;CA;Bajo riesgo
46262188;A;Preload/air driver;7 years;RENT;25000.0;CA;Bajo riesgo
20657404;B;Sr. Project Manager;3 years;MORTGAGE;95000.0;CO;Alto riesgo
58851550;B;Sales ;1 year;MORTGAGE;66000.0;MI;Alto riesgo
64877058;F;Rest;;OWN;21216.0;CA;Sin riesgo
43265551;A;account executive;4 years;MORTGAGE;94000.0;TN;Alto riesgo
47833985;C;Rest;;MORTGAGE;66240.0;CO;Alto riesgo
10288367;A;engineer;10+ years;OWN;70000.0;MD;Sin riesgo
7019173;B;Rest;;MORTGAGE;95000.0;TX;Alto riesgo
59590014;D;Eligibility Technician II;3 years;RENT;80000.0;CA;Bajo riesgo
72399546;C;Sr. Electronics Technician;10+ years;OWN;77132.0;NJ;Sin riesgo
1108340;C;EMI MUSIC PUBLISHING;< 1 year;MORTGAGE;72000.0;NJ;Alto riesgo
12527387;B;Registered Nurse;8 years;MORTGAGE;68000.0;UT;Alto riesgo
14978631;B;Design Engineer;1 year;RENT;80000.0;VA;Bajo riesgo
13907984;C;Guest Services-Night Auditor;3 years;RENT;31000.0;IL;Bajo riesgo
68518372;C;Field auditor;3 years;RENT;45000.0;PA;Bajo riesgo
18645497;E;Supervisor;10+ years;MORTGAGE;116000.0;NY;Alto riesgo
55466645;B;Owner;9 years;MORTGAGE;130000.0;MN;Alto riesgo
6049099;E;Warwick Mills;3 years;RENT;34000.0;NH;Bajo riesgo
8312374;B;Oracle America;2 years;RENT;60000.0;PA;Bajo riesgo
46301932;B;Computer Database Administrator;1 year;RENT;100000.0;CO;Bajo riesgo
1578723;B;Life care center of Escondido;7 years;RENT;27725.0;CA;Bajo riesgo
20768452;A;Sales;2 years;MORTGAGE;98000.0;VT;Alto riesgo
65477691;B;TRUCK DRIVER;2 years;RENT;60000.0;MI;Bajo riesgo
46341961;D;Executive Manager;3 years;MORTGAGE;94000.0;NJ;Alto riesgo
67109516;D;Manager;5 years;RENT;28800.0;TX;Bajo riesgo
11067293;D;Respiratory Therapist;2 years;RENT;60000.0;TX;Bajo riesgo
71265824;C;President;< 1 year;OWN;220000.0;NH;Sin riesgo
64716047;E;IT Project Manager;9 years;MORTGAGE;96350.0;NH;Alto riesgo
1452382;A;KTEN Media;2 years;OWN;24000.0;TX;Sin riesgo
29333085;B;program manager;8 years;OWN;120000.0;WA;Sin riesgo
1846456;C;PHELPS MEMORIAL HOSPITAL CENTER;5 years;RENT;30000.0;NY;Bajo riesgo
10801883;E;Rest;;MORTGAGE;32892.0;NC;Alto riesgo
37005876;A;INet Sales Mgr;5 years;MORTGAGE;80000.0;NM;Alto riesgo
857291;B;Ebyline, Inc;< 1 year;MORTGAGE;260000.0;CA;Alto riesgo
67823381;B;Superintendent ;3 years;MORTGAGE;142000.0;TX;Alto riesgo
27829781;C;MAIL CARRIER;8 years;RENT;60000.0;CA;Bajo riesgo
28440569;B;Air Traffic Controller;10+ years;RENT;152000.0;MS;Bajo riesgo
56881926;D;RN;7 years;MORTGAGE;100000.0;FL;Alto riesgo
4670888;C;Alaska National Insurance Company;< 1 year;MORTGAGE;85000.0;AK;Alto riesgo
3177209;C;Johnson & Wales University;10+ years;RENT;40000.0;RI;Bajo riesgo
1041684;C;Fuel Cell and Hydrogen Energy Assocation;< 1 year;MORTGAGE;118404.0;DC;Alto riesgo
5461943;B;Clariant;4 years;MORTGAGE;60000.0;CA;Alto riesgo
42771927;A;Sr. Career Counselor;10+ years;MORTGAGE;94000.0;MD;Alto riesgo
40605255;A;Sr. Software Engineer;2 years;MORTGAGE;90000.0;VA;Alto riesgo
49262782;B;Account director;< 1 year;MORTGAGE;105000.0;CA;Alto riesgo
4235602;C;Penske Truck Leasing;10+ years;RENT;52000.0;CA;Bajo riesgo
60597662;D;Project Manager 3;10+ years;MORTGAGE;100000.0;WA;Alto riesgo
1808911;C;Bank of America;1 year;RENT;37000.0;AZ;Bajo riesgo
6487193;F;Shivita Films llc (a delaware corp);4 years;RENT;150000.0;CA;Bajo riesgo
63000545;B;Manager;10+ years;RENT;120000.0;TX;Bajo riesgo
22291444;E;Central Station Monitor;4 years;MORTGAGE;62000.0;TX;Alto riesgo
14298863;C;Engineering Supervisor;8 years;MORTGAGE;130000.0;TX;Alto riesgo
31136092;C;Correctional Officer;8 years;RENT;54200.0;CA;Bajo riesgo
6057845;D;Kohl's Corporation;2 years;MORTGAGE;128000.0;WI;Alto riesgo
26217883;C;deputy sheriff;10+ years;MORTGAGE;120000.0;SC;Alto riesgo
2828687;C;University of Kansas Hosipital;10+ years;MORTGAGE;60000.0;KS;Alto riesgo
6067482;C;Metro Board of Education;10+ years;MORTGAGE;50000.0;TN;Alto riesgo
32257447;B;SALES;7 years;RENT;32000.0;NJ;Bajo riesgo
13287636;B;Driver;10+ years;MORTGAGE;85000.0;MA;Alto riesgo
3736774;C;US Army;10+ years;MORTGAGE;60062.14;NC;Alto riesgo
62352836;C;AUTO TECHNICIAN ;6 years;RENT;60000.0;CA;Bajo riesgo
54665381;B;mechanic;3 years;MORTGAGE;53000.0;MI;Alto riesgo
38691447;A;VP;3 years;MORTGAGE;97000.0;TX;Alto riesgo
64876811;A;Church Planting Catalyst;< 1 year;RENT;64000.0;UT;Bajo riesgo
67731311;E;Engineer;10+ years;RENT;91255.0;TX;Bajo riesgo
15080157;E;Marine Transportation Specialist;7 years;MORTGAGE;98916.0;MD;Alto riesgo
47377575;F;Senior Com Spec;10+ years;MORTGAGE;90000.0;CA;Alto riesgo
32798314;B;whse manager;10+ years;RENT;95000.0;NJ;Bajo riesgo
4593955;A;Rest;;MORTGAGE;60252.0;NM;Alto riesgo
4639976;C;Werk-Brau;10+ years;MORTGAGE;160000.0;OH;Alto riesgo
67249996;D;Branch Manager;3 years;RENT;50000.0;IN;Bajo riesgo
49746622;B;maintenance operator ;10+ years;MORTGAGE;42000.0;TN;Alto riesgo
68318487;A;Network System Administrator;10+ years;RENT;103000.0;CO;Bajo riesgo
17772552;D;Staff Apparaiser;2 years;RENT;38000.0;OH;Bajo riesgo
40070464;B;Officer;< 1 year;MORTGAGE;95000.0;NY;Alto riesgo
3872963;D;Lowes Home Improvement;8 years;RENT;120000.0;NY;Bajo riesgo
31637301;C;Meter reader;10+ years;MORTGAGE;39000.0;TN;Alto riesgo
63880393;D;housing inspectoe;9 years;MORTGAGE;75000.0;PA;Alto riesgo
47132361;A;manager;10+ years;MORTGAGE;90000.0;AL;Alto riesgo
69545909;B;Horticulture Support Manager;8 years;MORTGAGE;55000.0;CO;Alto riesgo
57455123;D;operation manager ;10+ years;MORTGAGE;67500.0;IL;Alto riesgo
27259106;D;legal secertary ;10+ years;MORTGAGE;25000.0;GA;Alto riesgo
14788101;C;Vice President;3 years;MORTGAGE;160000.0;PA;Alto riesgo
1567359;B;KIPP Houston;1 year;RENT;48500.0;TX;Bajo riesgo
50227141;B;Manager;10+ years;RENT;45000.0;NY;Bajo riesgo
8966997;B;Porter;3 years;RENT;30000.0;PA;Bajo riesgo
46498505;A;Sr. Partner;6 years;MORTGAGE;85000.0;MN;Alto riesgo
72676866;D;Patient Advocate ;10+ years;MORTGAGE;40000.0;TN;Alto riesgo
3931881;B;Daktronics;10+ years;MORTGAGE;60000.0;SD;Alto riesgo
7667609;C;Tyson food ;< 1 year;RENT;26000.0;AR;Bajo riesgo
38811474;C;International Account Analyst;4 years;RENT;55750.0;IN;Bajo riesgo
11029461;D;maintenance mechanic;10+ years;MORTGAGE;75000.0;CA;Alto riesgo
9679122;C;machinist;7 years;RENT;39000.0;WI;Bajo riesgo
47883036;B;Executive Assistant;< 1 year;RENT;68000.0;CA;Bajo riesgo
28643407;A;Graphic Designer;7 years;MORTGAGE;50000.0;UT;Alto riesgo
16731189;B;Service manager;10+ years;MORTGAGE;65000.0;IL;Alto riesgo
10296770;B;teacher;10+ years;OWN;75000.0;NY;Sin riesgo
1267975;B;Anderson Equipment;10+ years;MORTGAGE;75000.0;PA;Alto riesgo
54827557;C;Owner;10+ years;MORTGAGE;75000.0;PA;Alto riesgo
67870856;B;lawntech;2 years;OWN;28000.0;PA;Sin riesgo
41901997;D;Territory Manager;4 years;RENT;42000.0;CA;Bajo riesgo
70730405;B;Foreman;< 1 year;RENT;60000.0;NJ;Bajo riesgo
32497886;A;Training/Quality Manager;7 years;MORTGAGE;65000.0;TX;Alto riesgo
7202614;B;MB Financial Bank;7 years;MORTGAGE;40000.0;IL;Alto riesgo
57954662;D;Supervisor;1 year;RENT;50000.0;UT;Bajo riesgo
874393;D;adecco technical;10+ years;MORTGAGE;100000.0;OH;Alto riesgo
9004204;E;911 Supervisor ;3 years;OWN;68000.0;MI;Sin riesgo
14510917;E;Sales Lead;< 1 year;RENT;30000.0;TX;Bajo riesgo
42425881;B;Purchasing Manager;3 years;RENT;54600.0;NJ;Bajo riesgo
73455862;B;Legal Word Processor;10+ years;RENT;90509.0;CA;Bajo riesgo
64816281;C;General Manager;1 year;RENT;85000.0;AL;Bajo riesgo
13379646;B;X-ray tech;10+ years;MORTGAGE;155000.0;CA;Alto riesgo
66422612;B;Manager;4 years;RENT;56000.0;KS;Bajo riesgo
41361320;D;Insurance Denial Specialist;2 years;OWN;40000.0;TX;Sin riesgo
59056246;A;Sr Data Scientist;2 years;MORTGAGE;145000.0;MN;Alto riesgo
4579909;D;SYSCO - SYGMA Foodservice;< 1 year;MORTGAGE;145000.0;PA;Alto riesgo
65531166;B;Rest;;RENT;35000.0;AZ;Bajo riesgo
15369667;A;Administrative Legal Assistant;10+ years;MORTGAGE;58000.0;PA;Alto riesgo
5256991;D;Food City;10+ years;OWN;42000.0;VA;Sin riesgo
62383151;C;HR Generalist;10+ years;RENT;46500.0;PA;Bajo riesgo
13797199;C;Rest;10+ years;MORTGAGE;60000.0;CA;Alto riesgo
35513116;E;MANAGER;2 years;RENT;48000.0;CA;Bajo riesgo
10781284;E;Assistant Professor;< 1 year;MORTGAGE;52000.0;OK;Alto riesgo
67986118;D;Cashier;1 year;RENT;20736.0;OK;Bajo riesgo
45912276;D;Manager;10+ years;MORTGAGE;81120.0;CA;Alto riesgo
1862061;B;International Bank of Commerce;9 years;MORTGAGE;104000.0;TX;Alto riesgo
8331882;C;Flagler County BCC;6 years;OWN;72000.0;FL;Sin riesgo
61595805;D;Rest;;MORTGAGE;50000.0;IL;Alto riesgo
58658926;B;Senior Programmer;6 years;MORTGAGE;85000.0;FL;Alto riesgo
620593;A;US Government;4 years;RENT;58608.0;WA;Bajo riesgo
17552332;D;Farm Hand;10+ years;RENT;56000.0;NH;Bajo riesgo
73475906;D;clerk;8 years;RENT;50250.0;VT;Bajo riesgo
47065291;C;Area Supervisor;6 years;MORTGAGE;70000.0;SC;Alto riesgo
59669814;A;Rest;;MORTGAGE;61384.0;NY;Alto riesgo
27820304;E;radon supervisor;10+ years;MORTGAGE;150000.0;WA;Alto riesgo
18543971;E;Qualified Profession;< 1 year;MORTGAGE;45000.0;NC;Alto riesgo
418833;A;Self;5 years;OWN;60000.0;NY;Sin riesgo
71320291;C;Flight Attendant;10+ years;RENT;70000.0;MI;Bajo riesgo
9431339;B;Rest;10+ years;MORTGAGE;50000.0;CA;Alto riesgo
11980865;B;HHA;6 years;RENT;40000.0;NY;Bajo riesgo
8089258;C;Otis elevator;10+ years;MORTGAGE;100000.0;IL;Alto riesgo
57924916;A;Rest;;MORTGAGE;113000.0;AZ;Alto riesgo
1888954;C;Smith Watson Parker Ins Agency;10+ years;MORTGAGE;67000.0;FL;Alto riesgo
32578201;A;Rest;;MORTGAGE;52800.0;VA;Alto riesgo
70370480;C;diesitter;10+ years;MORTGAGE;45000.0;VA;Alto riesgo
19927649;C;Adoptions Social Worker;1 year;RENT;68000.0;DC;Bajo riesgo
62524047;B;Premis Technician;6 years;RENT;70000.0;CA;Bajo riesgo
41220905;F;Operator III;10+ years;OWN;57000.0;OH;Sin riesgo
72199003;A;Program Leader;7 years;RENT;58000.0;NY;Bajo riesgo
6992086;C;walmart;10+ years;OWN;35000.0;GA;Sin riesgo
60918420;B;Orthopaedic Technician;7 years;MORTGAGE;60000.0;AZ;Alto riesgo
65025422;A;Director;3 years;MORTGAGE;118000.0;NJ;Alto riesgo
62978117;B;Sales Manager;2 years;MORTGAGE;185000.0;PA;Alto riesgo
64707467;A;Marketing Manager;4 years;RENT;65000.0;TX;Bajo riesgo
9320248;C;Member Experience Manager;7 years;MORTGAGE;57000.0;IL;Alto riesgo
532757;A;Macy's;2 years;RENT;20004.0;FL;Bajo riesgo
879895;C;CVS;5 years;RENT;51500.0;CA;Bajo riesgo
6917989;D;Baylor College of Medicine;10+ years;RENT;87500.0;TX;Bajo riesgo
44276298;C;chef;9 years;RENT;65000.0;PA;Bajo riesgo
1831530;G;Standard & Poor's;10+ years;RENT;93000.0;NJ;Bajo riesgo
65606993;E;Vice President ;3 years;MORTGAGE;145000.0;FL;Alto riesgo
58228834;C;BUS OPERATOR;8 years;MORTGAGE;95000.0;NY;Alto riesgo
1972875;E;Garvey School District;< 1 year;MORTGAGE;93000.0;CA;Alto riesgo
59671812;C;Regional Sales Manager;10+ years;MORTGAGE;105000.0;CO;Alto riesgo
5014694;B;Coral Spring Dental;10+ years;MORTGAGE;50000.0;FL;Alto riesgo
11932441;A;Programmer Analyst;5 years;RENT;90000.0;NJ;Bajo riesgo
7858525;A;Vertigon ;3 years;RENT;70000.0;GA;Bajo riesgo
21789632;C;Federal Air Marshal;10+ years;MORTGAGE;125000.0;MI;Alto riesgo
945254;A;OMD;2 years;RENT;90000.0;NY;Bajo riesgo
73435498;B;Labor and Employment Specialist IV;6 years;MORTGAGE;63000.0;CO;Alto riesgo
67731222;B;LPN;1 year;MORTGAGE;65000.0;NJ;Alto riesgo
964696;C;St. Vincent's Health System;6 years;MORTGAGE;51000.0;AL;Alto riesgo
37977494;B;Rest;;MORTGAGE;75000.0;VA;Alto riesgo
42223239;E;Rest;;MORTGAGE;10000.0;SC;Alto riesgo
7860900;B;Rest;;MORTGAGE;55007.0;AL;Alto riesgo
